precinct_id,is_complete,GEOID10,precinct_name,votes,votes_align1,votes_alignfinal,candidate,precinct,precinct_full,align1,alignfinal,county,congressional_district,precinct_delegates
Clark - Paris,FALSE,32003Paris,Paris,0,0,0,bidenj,Paris,Paris_Clark - Paris,0,0,Clark,NA,33
Clark - Paris,FALSE,32003Paris,Paris,0,0,0,buttigiegp,Paris,Paris_Clark - Paris,0,0,Clark,NA,33
Clark - Paris,FALSE,32003Paris,Paris,0,0,0,delaneyj,Paris,Paris_Clark - Paris,0,0,Clark,NA,33
Clark - Paris,FALSE,32003Paris,Paris,0,0,0,gabbardt,Paris,Paris_Clark - Paris,0,0,Clark,NA,33
Clark - Paris,FALSE,32003Paris,Paris,0,0,0,klobuchara,Paris,Paris_Clark - Paris,0,0,Clark,NA,33
Clark - Paris,FALSE,32003Paris,Paris,0,0,0,patrickd,Paris,Paris_Clark - Paris,0,0,Clark,NA,33
Clark - Paris,FALSE,32003Paris,Paris,0,0,0,sandersb,Paris,Paris_Clark - Paris,0,0,Clark,NA,33
Clark - Paris,FALSE,32003Paris,Paris,0,0,0,steyert,Paris,Paris_Clark - Paris,0,0,Clark,NA,33
Clark - Paris,FALSE,32003Paris,Paris,0,0,0,warrene,Paris,Paris_Clark - Paris,0,0,Clark,NA,33
Clark - Paris,FALSE,32003Paris,Paris,0,0,0,yanga,Paris,Paris_Clark - Paris,0,0,Clark,NA,33
Clark - Paris,FALSE,32003Paris,Paris,0,0,0,uncommitted,Paris,Paris_Clark - Paris,0,0,Clark,NA,33
Clark - Mandalay Bay,FALSE,32003Mandalay Bay,Mandalay Bay,0,0,0,bennetm,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,Clark,NA,33
Clark - Mandalay Bay,FALSE,32003Mandalay Bay,Mandalay Bay,0,0,0,bidenj,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,Clark,NA,33
Clark - Mandalay Bay,FALSE,32003Mandalay Bay,Mandalay Bay,0,0,0,buttigiegp,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,Clark,NA,33
Clark - Mandalay Bay,FALSE,32003Mandalay Bay,Mandalay Bay,0,0,0,delaneyj,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,Clark,NA,33
Clark - Mandalay Bay,FALSE,32003Mandalay Bay,Mandalay Bay,0,0,0,gabbardt,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,Clark,NA,33
Clark - Mandalay Bay,FALSE,32003Mandalay Bay,Mandalay Bay,0,0,0,klobuchara,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,Clark,NA,33
Clark - Mandalay Bay,FALSE,32003Mandalay Bay,Mandalay Bay,0,0,0,patrickd,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,Clark,NA,33
Clark - Mandalay Bay,FALSE,32003Mandalay Bay,Mandalay Bay,0,0,0,sandersb,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,Clark,NA,33
Clark - Mandalay Bay,FALSE,32003Mandalay Bay,Mandalay Bay,0,0,0,steyert,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,Clark,NA,33
Clark - Mandalay Bay,FALSE,32003Mandalay Bay,Mandalay Bay,0,0,0,warrene,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,Clark,NA,33
Clark - Mandalay Bay,FALSE,32003Mandalay Bay,Mandalay Bay,0,0,0,yanga,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,Clark,NA,33
Clark - Mandalay Bay,FALSE,32003Mandalay Bay,Mandalay Bay,0,0,0,uncommitted,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,Clark,NA,33
Clark - Harrah's,FALSE,32003Harrah's,Harrah's,0,0,0,bennetm,Harrah's,Harrah's_Clark - Harrah's,0,0,Clark,NA,34
Clark - Harrah's,FALSE,32003Harrah's,Harrah's,0,0,0,bidenj,Harrah's,Harrah's_Clark - Harrah's,0,0,Clark,NA,34
Clark - Harrah's,FALSE,32003Harrah's,Harrah's,0,0,0,buttigiegp,Harrah's,Harrah's_Clark - Harrah's,0,0,Clark,NA,34
Clark - Harrah's,FALSE,32003Harrah's,Harrah's,0,0,0,delaneyj,Harrah's,Harrah's_Clark - Harrah's,0,0,Clark,NA,34
Clark - Harrah's,FALSE,32003Harrah's,Harrah's,0,0,0,gabbardt,Harrah's,Harrah's_Clark - Harrah's,0,0,Clark,NA,34
Clark - Harrah's,FALSE,32003Harrah's,Harrah's,0,0,0,klobuchara,Harrah's,Harrah's_Clark - Harrah's,0,0,Clark,NA,34
Clark - Harrah's,FALSE,32003Harrah's,Harrah's,0,0,0,patrickd,Harrah's,Harrah's_Clark - Harrah's,0,0,Clark,NA,34
Clark - Harrah's,FALSE,32003Harrah's,Harrah's,0,0,0,sandersb,Harrah's,Harrah's_Clark - Harrah's,0,0,Clark,NA,34
Clark - Harrah's,FALSE,32003Harrah's,Harrah's,0,0,0,steyert,Harrah's,Harrah's_Clark - Harrah's,0,0,Clark,NA,34
Clark - Harrah's,FALSE,32003Harrah's,Harrah's,0,0,0,warrene,Harrah's,Harrah's_Clark - Harrah's,0,0,Clark,NA,34
Clark - Harrah's,FALSE,32003Harrah's,Harrah's,0,0,0,yanga,Harrah's,Harrah's_Clark - Harrah's,0,0,Clark,NA,34
Clark - Harrah's,FALSE,32003Harrah's,Harrah's,0,0,0,uncommitted,Harrah's,Harrah's_Clark - Harrah's,0,0,Clark,NA,34
Clark - Bellagio,FALSE,32003Bellagio,Bellagio,0,0,0,bennetm,Bellagio,Bellagio_Clark - Bellagio,0,0,Clark,NA,51
Clark - Bellagio,FALSE,32003Bellagio,Bellagio,0,0,0,bidenj,Bellagio,Bellagio_Clark - Bellagio,0,0,Clark,NA,51
Clark - Bellagio,FALSE,32003Bellagio,Bellagio,0,0,0,buttigiegp,Bellagio,Bellagio_Clark - Bellagio,0,0,Clark,NA,51
Clark - Bellagio,FALSE,32003Bellagio,Bellagio,0,0,0,delaneyj,Bellagio,Bellagio_Clark - Bellagio,0,0,Clark,NA,51
Clark - Bellagio,FALSE,32003Bellagio,Bellagio,0,0,0,gabbardt,Bellagio,Bellagio_Clark - Bellagio,0,0,Clark,NA,51
Clark - Bellagio,FALSE,32003Bellagio,Bellagio,0,0,0,klobuchara,Bellagio,Bellagio_Clark - Bellagio,0,0,Clark,NA,51
Clark - Bellagio,FALSE,32003Bellagio,Bellagio,0,0,0,patrickd,Bellagio,Bellagio_Clark - Bellagio,0,0,Clark,NA,51
Clark - Bellagio,FALSE,32003Bellagio,Bellagio,0,0,0,sandersb,Bellagio,Bellagio_Clark - Bellagio,0,0,Clark,NA,51
Clark - Bellagio,FALSE,32003Bellagio,Bellagio,0,0,0,steyert,Bellagio,Bellagio_Clark - Bellagio,0,0,Clark,NA,51
Clark - Bellagio,FALSE,32003Bellagio,Bellagio,0,0,0,warrene,Bellagio,Bellagio_Clark - Bellagio,0,0,Clark,NA,51
Clark - Bellagio,FALSE,32003Bellagio,Bellagio,0,0,0,yanga,Bellagio,Bellagio_Clark - Bellagio,0,0,Clark,NA,51
Clark - Bellagio,FALSE,32003Bellagio,Bellagio,0,0,0,uncommitted,Bellagio,Bellagio_Clark - Bellagio,0,0,Clark,NA,51
Clark - 9996,FALSE,320039996,9996,0,0,0,bennetm,9996,9996_Clark - 9996,0,0,Clark,1,1
Clark - 9996,FALSE,320039996,9996,0,0,0,bidenj,9996,9996_Clark - 9996,0,0,Clark,1,1
Clark - 9996,FALSE,320039996,9996,0,0,0,buttigiegp,9996,9996_Clark - 9996,0,0,Clark,1,1
Clark - 9996,FALSE,320039996,9996,0,0,0,delaneyj,9996,9996_Clark - 9996,0,0,Clark,1,1
Clark - 9996,FALSE,320039996,9996,0,0,0,gabbardt,9996,9996_Clark - 9996,0,0,Clark,1,1
Clark - 9996,FALSE,320039996,9996,0,0,0,klobuchara,9996,9996_Clark - 9996,0,0,Clark,1,1
Clark - 9996,FALSE,320039996,9996,0,0,0,patrickd,9996,9996_Clark - 9996,0,0,Clark,1,1
Clark - 9996,FALSE,320039996,9996,0,0,0,sandersb,9996,9996_Clark - 9996,0,0,Clark,1,1
Clark - 9996,FALSE,320039996,9996,0,0,0,steyert,9996,9996_Clark - 9996,0,0,Clark,1,1
Clark - 9996,FALSE,320039996,9996,0,0,0,warrene,9996,9996_Clark - 9996,0,0,Clark,1,1
Clark - 9996,FALSE,320039996,9996,0,0,0,yanga,9996,9996_Clark - 9996,0,0,Clark,1,1
Clark - 9996,FALSE,320039996,9996,0,0,0,uncommitted,9996,9996_Clark - 9996,0,0,Clark,1,1
Carson City - 998,FALSE,32510998,998,0,0,0,bennetm,998,998_Carson City - 998,0,0,Carson City,2,1
Carson City - 998,FALSE,32510998,998,0,0,0,bidenj,998,998_Carson City - 998,0,0,Carson City,2,1
Carson City - 998,FALSE,32510998,998,0,0,0,buttigiegp,998,998_Carson City - 998,0,0,Carson City,2,1
Carson City - 998,FALSE,32510998,998,0,0,0,delaneyj,998,998_Carson City - 998,0,0,Carson City,2,1
Carson City - 998,FALSE,32510998,998,0,0,0,gabbardt,998,998_Carson City - 998,0,0,Carson City,2,1
Carson City - 998,FALSE,32510998,998,0,0,0,klobuchara,998,998_Carson City - 998,0,0,Carson City,2,1
Carson City - 998,FALSE,32510998,998,0,0,0,patrickd,998,998_Carson City - 998,0,0,Carson City,2,1
Carson City - 998,FALSE,32510998,998,0,0,0,sandersb,998,998_Carson City - 998,0,0,Carson City,2,1
Carson City - 998,FALSE,32510998,998,0,0,0,steyert,998,998_Carson City - 998,0,0,Carson City,2,1
Carson City - 998,FALSE,32510998,998,0,0,0,warrene,998,998_Carson City - 998,0,0,Carson City,2,1
Carson City - 998,FALSE,32510998,998,0,0,0,yanga,998,998_Carson City - 998,0,0,Carson City,2,1
Carson City - 998,FALSE,32510998,998,0,0,0,uncommitted,998,998_Carson City - 998,0,0,Carson City,2,1
Carson City - 997,FALSE,32510997,997,0,0,0,bennetm,997,997_Carson City - 997,0,0,Carson City,2,1
Carson City - 997,FALSE,32510997,997,0,0,0,bidenj,997,997_Carson City - 997,0,0,Carson City,2,1
Carson City - 997,FALSE,32510997,997,0,0,0,buttigiegp,997,997_Carson City - 997,0,0,Carson City,2,1
Carson City - 997,FALSE,32510997,997,0,0,0,delaneyj,997,997_Carson City - 997,0,0,Carson City,2,1
Carson City - 997,FALSE,32510997,997,0,0,0,gabbardt,997,997_Carson City - 997,0,0,Carson City,2,1
Carson City - 997,FALSE,32510997,997,0,0,0,klobuchara,997,997_Carson City - 997,0,0,Carson City,2,1
Carson City - 997,FALSE,32510997,997,0,0,0,patrickd,997,997_Carson City - 997,0,0,Carson City,2,1
Carson City - 997,FALSE,32510997,997,0,0,0,sandersb,997,997_Carson City - 997,0,0,Carson City,2,1
Carson City - 997,FALSE,32510997,997,0,0,0,steyert,997,997_Carson City - 997,0,0,Carson City,2,1
Carson City - 997,FALSE,32510997,997,0,0,0,warrene,997,997_Carson City - 997,0,0,Carson City,2,1
Carson City - 997,FALSE,32510997,997,0,0,0,yanga,997,997_Carson City - 997,0,0,Carson City,2,1
Carson City - 997,FALSE,32510997,997,0,0,0,uncommitted,997,997_Carson City - 997,0,0,Carson City,2,1
Washoe - 980000,FALSE,32031980000,980000,0,0,0,bennetm,980000,980000_Washoe - 980000,0,0,Washoe,2,1
Washoe - 980000,FALSE,32031980000,980000,0,0,0,bidenj,980000,980000_Washoe - 980000,0,0,Washoe,2,1
Washoe - 980000,FALSE,32031980000,980000,0,0,0,buttigiegp,980000,980000_Washoe - 980000,0,0,Washoe,2,1
Washoe - 980000,FALSE,32031980000,980000,0,0,0,delaneyj,980000,980000_Washoe - 980000,0,0,Washoe,2,1
Washoe - 980000,FALSE,32031980000,980000,0,0,0,gabbardt,980000,980000_Washoe - 980000,0,0,Washoe,2,1
Washoe - 980000,FALSE,32031980000,980000,0,0,0,klobuchara,980000,980000_Washoe - 980000,0,0,Washoe,2,1
Washoe - 980000,FALSE,32031980000,980000,0,0,0,patrickd,980000,980000_Washoe - 980000,0,0,Washoe,2,1
Washoe - 980000,FALSE,32031980000,980000,0,0,0,sandersb,980000,980000_Washoe - 980000,0,0,Washoe,2,1
Washoe - 980000,FALSE,32031980000,980000,0,0,0,steyert,980000,980000_Washoe - 980000,0,0,Washoe,2,1
Washoe - 980000,FALSE,32031980000,980000,0,0,0,warrene,980000,980000_Washoe - 980000,0,0,Washoe,2,1
Washoe - 980000,FALSE,32031980000,980000,0,0,0,yanga,980000,980000_Washoe - 980000,0,0,Washoe,2,1
Washoe - 980000,FALSE,32031980000,980000,0,0,0,uncommitted,980000,980000_Washoe - 980000,0,0,Washoe,2,1
Washoe - 970000,FALSE,32031970000,970000,0,0,0,bennetm,970000,970000_Washoe - 970000,0,0,Washoe,2,1
Washoe - 970000,FALSE,32031970000,970000,0,0,0,bidenj,970000,970000_Washoe - 970000,0,0,Washoe,2,1
Washoe - 970000,FALSE,32031970000,970000,0,0,0,buttigiegp,970000,970000_Washoe - 970000,0,0,Washoe,2,1
Washoe - 970000,FALSE,32031970000,970000,0,0,0,delaneyj,970000,970000_Washoe - 970000,0,0,Washoe,2,1
Washoe - 970000,FALSE,32031970000,970000,0,0,0,gabbardt,970000,970000_Washoe - 970000,0,0,Washoe,2,1
Washoe - 970000,FALSE,32031970000,970000,0,0,0,klobuchara,970000,970000_Washoe - 970000,0,0,Washoe,2,1
Washoe - 970000,FALSE,32031970000,970000,0,0,0,patrickd,970000,970000_Washoe - 970000,0,0,Washoe,2,1
Washoe - 970000,FALSE,32031970000,970000,0,0,0,sandersb,970000,970000_Washoe - 970000,0,0,Washoe,2,1
Washoe - 970000,FALSE,32031970000,970000,0,0,0,steyert,970000,970000_Washoe - 970000,0,0,Washoe,2,1
Washoe - 970000,FALSE,32031970000,970000,0,0,0,warrene,970000,970000_Washoe - 970000,0,0,Washoe,2,1
Washoe - 970000,FALSE,32031970000,970000,0,0,0,yanga,970000,970000_Washoe - 970000,0,0,Washoe,2,1
Washoe - 970000,FALSE,32031970000,970000,0,0,0,uncommitted,970000,970000_Washoe - 970000,0,0,Washoe,2,1
Washoe - 9562,FALSE,320319562,9562,0,0,0,bennetm,9562,9562_Washoe - 9562,0,0,Washoe,2,1
Washoe - 9562,FALSE,320319562,9562,0,0,0,bidenj,9562,9562_Washoe - 9562,0,0,Washoe,2,1
Washoe - 9562,FALSE,320319562,9562,0,0,0,buttigiegp,9562,9562_Washoe - 9562,0,0,Washoe,2,1
Washoe - 9562,FALSE,320319562,9562,0,0,0,delaneyj,9562,9562_Washoe - 9562,0,0,Washoe,2,1
Washoe - 9562,FALSE,320319562,9562,0,0,0,gabbardt,9562,9562_Washoe - 9562,0,0,Washoe,2,1
Washoe - 9562,FALSE,320319562,9562,0,0,0,klobuchara,9562,9562_Washoe - 9562,0,0,Washoe,2,1
Washoe - 9562,FALSE,320319562,9562,0,0,0,patrickd,9562,9562_Washoe - 9562,0,0,Washoe,2,1
Washoe - 9562,FALSE,320319562,9562,0,0,0,sandersb,9562,9562_Washoe - 9562,0,0,Washoe,2,1
Washoe - 9562,FALSE,320319562,9562,0,0,0,steyert,9562,9562_Washoe - 9562,0,0,Washoe,2,1
Washoe - 9562,FALSE,320319562,9562,0,0,0,warrene,9562,9562_Washoe - 9562,0,0,Washoe,2,1
Washoe - 9562,FALSE,320319562,9562,0,0,0,yanga,9562,9562_Washoe - 9562,0,0,Washoe,2,1
Washoe - 9562,FALSE,320319562,9562,0,0,0,uncommitted,9562,9562_Washoe - 9562,0,0,Washoe,2,1
Washoe - 9561,FALSE,320319561,9561,0,0,0,bennetm,9561,9561_Washoe - 9561,0,0,Washoe,2,1
Washoe - 9561,FALSE,320319561,9561,0,0,0,bidenj,9561,9561_Washoe - 9561,0,0,Washoe,2,1
Washoe - 9561,FALSE,320319561,9561,0,0,0,buttigiegp,9561,9561_Washoe - 9561,0,0,Washoe,2,1
Washoe - 9561,FALSE,320319561,9561,0,0,0,delaneyj,9561,9561_Washoe - 9561,0,0,Washoe,2,1
Washoe - 9561,FALSE,320319561,9561,0,0,0,gabbardt,9561,9561_Washoe - 9561,0,0,Washoe,2,1
Washoe - 9561,FALSE,320319561,9561,0,0,0,klobuchara,9561,9561_Washoe - 9561,0,0,Washoe,2,1
Washoe - 9561,FALSE,320319561,9561,0,0,0,patrickd,9561,9561_Washoe - 9561,0,0,Washoe,2,1
Washoe - 9561,FALSE,320319561,9561,0,0,0,sandersb,9561,9561_Washoe - 9561,0,0,Washoe,2,1
Washoe - 9561,FALSE,320319561,9561,0,0,0,steyert,9561,9561_Washoe - 9561,0,0,Washoe,2,1
Washoe - 9561,FALSE,320319561,9561,0,0,0,warrene,9561,9561_Washoe - 9561,0,0,Washoe,2,1
Washoe - 9561,FALSE,320319561,9561,0,0,0,yanga,9561,9561_Washoe - 9561,0,0,Washoe,2,1
Washoe - 9561,FALSE,320319561,9561,0,0,0,uncommitted,9561,9561_Washoe - 9561,0,0,Washoe,2,1
Washoe - 9560,FALSE,320319560,9560,0,0,0,bennetm,9560,9560_Washoe - 9560,0,0,Washoe,2,1
Washoe - 9560,FALSE,320319560,9560,0,0,0,bidenj,9560,9560_Washoe - 9560,0,0,Washoe,2,1
Washoe - 9560,FALSE,320319560,9560,0,0,0,buttigiegp,9560,9560_Washoe - 9560,0,0,Washoe,2,1
Washoe - 9560,FALSE,320319560,9560,0,0,0,delaneyj,9560,9560_Washoe - 9560,0,0,Washoe,2,1
Washoe - 9560,FALSE,320319560,9560,0,0,0,gabbardt,9560,9560_Washoe - 9560,0,0,Washoe,2,1
Washoe - 9560,FALSE,320319560,9560,0,0,0,klobuchara,9560,9560_Washoe - 9560,0,0,Washoe,2,1
Washoe - 9560,FALSE,320319560,9560,0,0,0,patrickd,9560,9560_Washoe - 9560,0,0,Washoe,2,1
Washoe - 9560,FALSE,320319560,9560,0,0,0,sandersb,9560,9560_Washoe - 9560,0,0,Washoe,2,1
Washoe - 9560,FALSE,320319560,9560,0,0,0,steyert,9560,9560_Washoe - 9560,0,0,Washoe,2,1
Washoe - 9560,FALSE,320319560,9560,0,0,0,warrene,9560,9560_Washoe - 9560,0,0,Washoe,2,1
Washoe - 9560,FALSE,320319560,9560,0,0,0,yanga,9560,9560_Washoe - 9560,0,0,Washoe,2,1
Washoe - 9560,FALSE,320319560,9560,0,0,0,uncommitted,9560,9560_Washoe - 9560,0,0,Washoe,2,1
Washoe - 9559,FALSE,320319559,9559,0,0,0,bennetm,9559,9559_Washoe - 9559,0,0,Washoe,2,1
Washoe - 9559,FALSE,320319559,9559,0,0,0,bidenj,9559,9559_Washoe - 9559,0,0,Washoe,2,1
Washoe - 9559,FALSE,320319559,9559,0,0,0,buttigiegp,9559,9559_Washoe - 9559,0,0,Washoe,2,1
Washoe - 9559,FALSE,320319559,9559,0,0,0,delaneyj,9559,9559_Washoe - 9559,0,0,Washoe,2,1
Washoe - 9559,FALSE,320319559,9559,0,0,0,gabbardt,9559,9559_Washoe - 9559,0,0,Washoe,2,1
Washoe - 9559,FALSE,320319559,9559,0,0,0,klobuchara,9559,9559_Washoe - 9559,0,0,Washoe,2,1
Washoe - 9559,FALSE,320319559,9559,0,0,0,patrickd,9559,9559_Washoe - 9559,0,0,Washoe,2,1
Washoe - 9559,FALSE,320319559,9559,0,0,0,sandersb,9559,9559_Washoe - 9559,0,0,Washoe,2,1
Washoe - 9559,FALSE,320319559,9559,0,0,0,steyert,9559,9559_Washoe - 9559,0,0,Washoe,2,1
Washoe - 9559,FALSE,320319559,9559,0,0,0,warrene,9559,9559_Washoe - 9559,0,0,Washoe,2,1
Washoe - 9559,FALSE,320319559,9559,0,0,0,yanga,9559,9559_Washoe - 9559,0,0,Washoe,2,1
Washoe - 9559,FALSE,320319559,9559,0,0,0,uncommitted,9559,9559_Washoe - 9559,0,0,Washoe,2,1
Washoe - 9558,FALSE,320319558,9558,0,0,0,bennetm,9558,9558_Washoe - 9558,0,0,Washoe,2,1
Washoe - 9558,FALSE,320319558,9558,0,0,0,bidenj,9558,9558_Washoe - 9558,0,0,Washoe,2,1
